ID,Role,Description,Experience,Company,Date,Salary,City,JavaScript,HTML,SQL,Python,Java,C#,PHP,TypeScript,C++,Kotlin,Ruby,VBA,Swift,jQuery,React,Angular,.NET,Express,Vue,Spring,Django,Drupal,Node.js,Laravel,mySQL,PostgreSQL,SQLite,MongoDB,Oracle,Microsoft SQL,Redis,MariaDB,Firebase,Cassandra,Back-end,Full-stack,Front-end,Mobile,Devops,Database Admin.,Data Scientist,QA or Test
1884727585,"
        Desarrollador de java
    ",Se requiere para nuestro equipo de trabajo personal para trabajar en Medellin Profesional en Ingeniería de Sistemas con experiencia de 3 años como desarrollador en java  para trabajar con contrato indefinido de lunes a viernes,"
          3 años de experiencia
        ",Empresa confidencial,2021-03-15,"
                        $3,5 a $4 millones
                    ","
Medellín
                        
                    ",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1884730165,"
        Java developer
    ","Mordor Staffing is a specialized staffing firm created by a team of US venture capitalists to provide US career opportunities to the top 10% of the technology field.Client is a multibillion $ technology company located in California that specializes in disruptive applications looking for a remote developer to work altogether with the west coast team of the United States. Familiarity with cloud services is a major plus (but not a requirement).Salary: Up to $10M COP monthly + social security, depending on skills and experience.Benefits: Private Health Care InsuranceContract: Full time position with indefinite term labor contractLocation: Colombia – Medellin or BogotaWorking hours: Monday to Friday, business hoursRequired Skills:- Fluent English- Java EE- OOP (Object Oriented Programming)- SQL- Unit Testing- Git- API Rest / SOAPDesired Skills:- Experience of Spring Framework- Knowledge of Microservices- Gradle or Maven- Cloud AWS / Azure / GCP- JavaScript- TDD","
          3 años de experiencia
        ",Mordor Staffing,2021-03-17,"
                        $8 a $10 millones
                    ","
Medellín
                        
                    ",True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1884729970,"
        Senior developer
    ","We are looking for your talent!An important company is looking for a senior developer for its work team. If you meet the following requirements, don't miss this great opportunity!STUDIES: Systems Engineer or related careers.EXPERIENCE: 2-3 years of senior development work experience, and previous knowledge C#, MVC, Bootstrap, Razor, Javascript, Building Web Applications, Rest API´s, WEB Services and SQL Server and SCRUM Framework.ENGLISH: B1-B2WORKING HOURS: L-V (8:00 AM- 5:00 PM) Home Office.¡Buscamos tu talento!Una empresa importante busca un desarrollador senior para su equipo de trabajo. Si cumples con los siguientes requisitos, ¡no pierdas esta gran oportunidad!ESTUDIOS: Ingeniero en Sistemas o carreras afines.EXPERIENCIA: 2-3 años de experiencia laboral como desarrollador senior, y conocimientos previos en C #, MVC, Bootstrap, Razor, Javascript, Construcción de Aplicaciones Web, Rest API´s, Servicios WEB y SQL Server y SCRUM Framework.INGLÉS: B1-B2HORARIO DE TRABAJO: L-V (8:00 AM - 5:00 PM)","
          3 años de experiencia
        ",ADECCO COLOMBIA S A,2021-03-17,"
                        $4 a $4,5 millones
                    ","
Bogotá
                        
                    ",True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1884731059,"
        Desarrollador front end
    ","Como Desarrollador Front serás responsable del análisis de la viabilidad de los prototipos, sugiriendo los ajustes correspondientes que garanticen el buen comportamiento de la interfase y genere la mejor experiencia al usuario.En tu rol se requerirán habilidades para analizar, investigar y resolver problemas, fácil entendimiento del funcionamiento del negocio, pasión por el desarrollo y las buenas prácticas de clean code que garanticen la calidad de nuestros entregables.Deberás contar con 3 o más años de experiencia en HTML, CSS y JavaScript, desarrollo de aplicaciones web, consumo de API REST, desarrollo bajo Vue JS y/o React, serán deseables los conocimientos en cloud.De nuestra mano garantizamos aprendizajes constantes, uso de nuevas tecnologías, proyectos de alto impacto, acompañamiento, entrenamiento y formación de un equipo de alto rendimiento, sobre todo crecimiento en Masiv.Condiciones contractuales:Contrato indefinido.Medicina prepagada.Cursos de Ingles.Cursos de AWS.Plan Carrera, Formación y Entrenamiento.","
          3 años de experiencia
        ",Masivian S.A.S,2021-03-18,"
                        Salario a convenir
                    ","
Bogotá
                        
                    ",True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1884735836,"
        Desarrolladores de java
    ","Importante entidad financiera requiere para su equipo de trabajo Ingenieros en sistemas, profesionales titulados, experiencia reciente mínima de 24 MESES en  de desarrollo   JAVA, SERVICIOS WEB Y REST.con experiencia minima de 2 años en desarrollo javaHorario:   salario de $4.551.000    + prestaciones legales","
          2 años de experiencia
        ",SUMMAR PRODUCTIVIDAD S.A.S,2021-03-25,"
                        $2,5 a $3 millones
                    ","
Bogotá
                        
                    ",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1884728217,"
        Desarrolladores de java
    ","Importante entidad financiera requiere para su equipo de trabajo Ingenieros en sistemas, profesionales titulados, experiencia reciente mínima de 24 MESES en  de desarrollo   JAVA, SERVICIOS WEB Y REST.con experiencia minima de 2 años en desarrollo javaHorario:   salario de $4.551.000    + prestaciones legales","
          2 años de experiencia
        ",SUMMAR PRODUCTIVIDAD S.A.S,2021-03-16,"
                        $2,5 a $3 millones
                    ","
Bogotá
                        
                    ",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1884743202,"
        Analista de desarrollo
    ","Apoyar el equipo de desarrollo: Estudiante de Ingeniería de sistemas o carreras afines, con un 6 meses de experiencia en manejo de punto net, framework standard C#, entity framework, razor, bases de datos postgresql.","
            Menos de un año de experiencia
          ",Empresa confidencial,2021-04-06,"
                        $1 a $1,5 millones
                    ","
Bogotá
                        
                    ",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1884723420,"
        Desarrollador de java
    ","Profesional con nivel de ingles avanzado,  con experiencia de mas de 3 años  en JAVA","
          3 años de experiencia
        ",MANPOWER,2021-03-10,"
                        $4 a $4,5 millones
                    ","
Bogotá
                        
                    ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1884737545,"
        Desarrollador de java
    ","Importante multinacional que brinda soluciones informáticas innovadoras con casa matriz en Uruguay, requiere para su equipo de trabajo desarrollador Java con formación académica técnica, tecnológica o profesional en áreas de ingeniería de sistemas, informática, telecomunicaciones o carreras afines.  Debe contar con experiencia mínima de 5 años en el área, realizando funciones como: manejo y programación de JAVA, SQL,MYSQL,ORACLE, Hibernate, Spring, ActiveMQ, Maven,GIT, Docker. Debe ser una persona que cuente con competencias como; trabajo bajo presión, sentido de urgencia, fluidez verbal, comunicación asertiva. Contrato a término indefinido. Horario de lunes a viernes de 8:00 am a 5:00pm y sábado mediodía Debe contar con disponibilidad de tiempo. Salario $5.500.000 a $ 6.500.000 dependiendo la experiencia.","
          5 años de experiencia
        ",Empresa confidencial,2021-03-26,"
                        $5,5 a $6 millones
                    ","
Bogotá
                        
                    ",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1884742484,"
        Analista de desarrollo
    ","Importante Holding de empresas ,con sede en CHIA-Cundinamarca y Medellín-Antioquia ,requiere para su equipo de trabajo  técnico o tecnólogo, con certificaciones y/o conocimientos sobre cloud computing, Microsoft Azure en modelo PaaS, experiencia en desarrollo de soluciones sobre .Net usando C#/VB.net, Asp.net Web Forms, MVC,administración de bases de datos y desarrollo sobre SQL Server, bases sólidas de diseño de bases de datos relacionales, desarrollo sobre SQL (Stored Procedures, Functions) ,creación y optimización de consultas, Web Services (AspNet Web Services/WCF/Web Api),Habilidades Front End Development, HTML, JavaScript,Angular, Jquery, CSS","
          2 años de experiencia
        ",Empresa confidencial,2021-04-05,"
                        $1,5 a $2 millones
                    ","
Medellín
                        
                    ",True,True,True,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1884739405,"
        Desarrolladores junior
    ","Buscamos para nuestro equipo de desarrollo, Tecnólogo o Ingeniero de sistemas con 1 año de experiencia en programación en .NET, ASP.NET, Visual Studio C-SHARP (Visual C#), base de datos SQL (postgresSQL)Condiciones:Salario: $3.177.000Horario: L-V 7:00 am - 5:30 pm (Trabajo en casa)Se ofrece estabilidad laboral.","
          2 años de experiencia
        ",SERVICIOS Y ASESORIAS,2021-03-30,"
                        $2,5 a $3 millones
                    ","
Cali
                        
                    ",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1884736715,"
        Desarrollador de sistemas
    ","Somos una multinacional española dedicada a procesos y servicios de contact center. Requerimos para nuestro equipo de TIC estudiante de últimos semestres de ingeniería de sistemas o carreras afines para trabajar como Desarrollador junior .Funciones:Desarrollo de soluciones tecnológicas de integraciones, automatizaciones  y mejora de procesos internos.Requisitos:- Conocimientos en herramientas de Scripting Contact Center- Conocimientos y experiencia en desarrollo en C# integrado a BBDD Oracle y/o lenguaje SQL.- Conocimientos avanzados en Web Services, Webhook, integraciones vía API.Condiciones:- Contrato indefinido directo por la empresa- Jornada de lunes a viernes de 7:00 a 17:00- Salario $2.479.000- Disponibilidad para trabajar en horario de guardia (10:00 pm a 06:00 am)","
          1 año de experiencia
        ",Empresa confidencial,2021-03-26,"
                        $2 a $2,5 millones
                    ","
Bogotá
                        
                    ",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1884724482,"
        Desarrollador automatizador
    ","Ingeniero de sistemas o afines, tarjeta profesional al día.Conocimientos en bases de datos SQL Server, MySQL, Oracle, en pruebas unitarias y POO,Experiencia: mínimo 1 año en desarrollo.• Experiencia de metodologías ágiles de desarrollo de software, desarrollo con Java; preferiblemente Spring Boot y Spring Cloud, experiencia en la construcción de RESTful services con JAVA manejo de herramientas de desarrollo y en hacer debug (eclipse. netbeans, Intellij), en herramientas de control de versiones como GIT, haber participado en un proyecto empresarial Web y en despliegues a producción.Conocimientos en Kotlin, Gradle, Spring, Groovy, xcode, SQL, Gherkin, cucumber , Serenity, Jenkins, Postman , BDD, TDD , Jira, Confluence, Bitbucket .","
          2 años de experiencia
        ",Empresa confidencial,2021-03-11,"
                        $4 a $4,5 millones
                    ","
Bogotá
                        
                    ",False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1884721090,"
        Programador freelance
    ","Si te gustan los modelos de medición de riesgo, análisis de sensibilidad, análisis de escenarios, tiempo flexible, trabajo freelance ¿adelante, !postúlate¡MISIÓN DEL CARGO:Buscamos a una profesional que pueda entender las características de los negocios y los modelos de riesgo. Con capacidad de diseñar, programar, parametrizar, probar, validar, hacer las corridas, análisis de sensibilidad y análisis de escenarios de modelos de simulación para la solución de problemas de capacidades en las operaciones del banco, en los tiempos, con el alcance, entregables, dinámicas, condiciones y calidades requeridos.ESTA VACANTE SE ENCUENTRA ABIERTA A CANDIDATOS DE TODOS LOS PAÍSES (NO SE RESTRINGE A BOGOTÁ-COLOMBIA)Requisitos:Educación/Formación: Ingeniero Industrial, ingeniería de sistemas, matemático, estadístico o carreras afines, con experiencia en sector financiero o conocimientos en Finanzas.Experiencia en: 3 años de programación en VISUAL BASIC, Phyton y SQL. Manejo de proyectos y metodologías Agiles.Manejo de idioma: Español (C1), Inglés (B1).CONOCIMIENTOS OBLIGATORIOS:- Nivel avanzado en lenguajes de programación como: Phyton, VISUAL Y SQL, para manejo de datos y analítica.- Disponibilidad de tiempoA QUÉ TE ENFRENTARÍAS EN ESTE PROYECTO FREELANCE:-  Entendimiento de las características de los negocios y de los modelos de Riesgo.- Programar, optimizar o robotizar los modelos de análisis de riesgos en lenguaje Phyton, SQL o los demás dispuestos por la organización.- Búsqueda de eficiencias e integraciones a través e propuestas para implementar mejoras a los modelos existentes.- Análisis de inputs, implementación de modelos y construcción de reportes para reducir tiempos de procesamiento en por lo menos un 50%.CONDICIONES DEL CARGO:Contrato como Freelance, tiempo flexible, pago de honorarios por entregable, NO IMPORTA EL LUGAR DEL MUNDO DONDE TE ENCUENTRES.","
          3 años de experiencia
        ",Empresa confidencial,2021-03-08,"
                        Salario a convenir
                    ","
Bogotá
                        
                    ",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1884739045,"
        Desarrollador programador java
    ","Profesional bilingüe con mas de 5 años de experiencia en desarrollo de Java análisis y diseño del sistema,  C/C++,tecnologías de base de datos (Oracle, Sybase, DB2)Salario7436000","
          5 años de experiencia
        ",MANPOWER,2021-03-29,"
                        $6 a $8 millones
                    ","
Bogotá
                        
                    ",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1884742371,"
        Desarrollador fullstack
    ","Micro Talent es una empresa subsidiaria de un grupo empresarial americano, el cual está especializado 100% en T.I., ofrecemos excelente oportunidad de crecimiento profesional, clima laboral, estabilidad laboral.Nos encontramos en la búsqueda de Desarrollador Full stark con  nivel de ingles C1  y mas de dos años de experiencia en Lenguajes y framekworks back end: PHP, Java, C#, C++, Drupal, Python, Django -  Lenguajes y framekworks front end: HTML, JavaScript, AngularJS, Bootstrap, NodeJS, ReactJS.Competencias y habilidades en:Resolución de problemasTrabajo en equipoIniciativa y proactividadOrientación al cliente interno / externoCapacidad de autogestiónCapacidad de aprendizaje continuo.","
          2 años de experiencia
        ",Micro-Talent,2021-04-05,"
                        Salario a convenir
                    ","
Cali
                        
                    ",True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1884735500,"
        Desarrollador front end
    ","Buscamos incorporar a nuestro equipo de desarrollo un Programador/a con experiencia. Somos una empresa innovadora en tecnología para el sector turístico a nivel internacional, donde podrán progresar en su carrera profesional.Las principales responsabilidades a desempeñar son:• Desarrollo de funcionalidades sobre el FrontEnd.• Mantenimiento y desarrollo de las web de nuestros clientes.• Nuevas funcionalidades sobre herramientas ya existentes.• Realización de estimaciones y elaboración de análisis para nuevos desarrollos.Requisitos• Diseño y maquetación de sitios web.• Experiencia en Programación orientada a objetos.• Conocimientos altos en lenguajes y tecnologías HTML5, JavaScript, CSS, SASS, Bootstrap, JQuery.• Conocimientos en Bases de Datos, Microsoft SQL.Se Valorará:• Experiencia en tareas de testeo de aplicaciones tanto a nivel técnico como funcional.• Experiencia en programación en el lenguajes .NET, Visual Basic o C#.• Alto nivel de iniciativa, pro actividad, responsabilidad y trabajo en equipo.• Experiencia GIT.VentajasLos beneficios que ofrecemos son: desarrollar su carrera profesional en una compañía internacional y en crecimiento, tendrá la oportunidad de un plan de carrera profesional y un plan de formación continuo, horario flexible y agradable ambiente de trabajo.","
          3 años de experiencia
        ",Juniper S.A.S.,2021-03-26,"
                        Salario a convenir
                    ","
Cali
                        
                    ",True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1884732417,"
        Desarrollador front end developer bilingue sr
    ","En Zemsania Global Group, estamos buscando:Bilingüe Ingles  - Español.Requisitos Obligatorios:Mandatorio: Bilingüe Ingles Español.Requisitos Obligatorios:Mínimo de 5 años de experiencia en una función similar. Ingeniero de Sistemas o Careras Afines. - Experiencia con pagos (es decir, tarjetas comerciales), fintech o servicios B2B (requerido) - Excelentes habilidades de comunicación verbal y escrita. _ Experiencia Trabajará con el diseñador de UI / UX. - Comprensión de los principios clave del diseño. - Experiencia de los marcos de JavaScript - Experiencia con Angular - Experiencia de CSS del lado del servidor - Experiencia con aplicaciones de diseño gráfico como Adobe Illustrator - Experiencia con diseño receptivo y adaptable - Comprensión de los principios de SEO _ Experiencia Trabajando en consulta con los clientes para desarrollar la apariencia y el diseño generales de un sitio web. - Escribir código de sitio web con lenguajes de programación como HTML, Angular y JavaScript Frameworks. - Producir, mantener y modificar sitios web e interfaces de usuario. - Incorporar aplicaciones, gráficos, clips de audio y video en sitios web. - Crear herramientas que mejoren la experiencia del usuario en el sitio web. - Asegúrese de que los sitios web estén optimizados y sean accesibles en muchas plataformas, incluidas computadoras portátiles, tabletas y teléfonos inteligentes. - Pruebe los sitios web de forma rutinaria para determinar la facilidad de uso, la velocidad y otros factores de calidad. - Solucione cualquier problema o error del sitio web que surja. El servicio se puede prestar desde cualquier ciudad de Colombia.","
          5 años de experiencia
        ",Zemsania ICT,2021-03-19,"
                        Salario a convenir
                    ","
Bogotá
                        
                    ",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1884722466,"
        Desarrollador jr
    ","Buscamos para nuestro equipo de trabajo Desarrollador Jr, profesional en Ingeniería de Desarrollo de Software, o Tecnólogo en Desarrollo de software, con conocimiento y experiencia en .net, c#, páginas web aspx, JavaScript, JQUERY y SQL básico. Horario de Lunes a Viernes","
          3 años de experiencia
        ",ALSEA,2021-03-09,"
                        $2 a $2,5 millones
                    ","
Bogotá
                        
                    ",True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
